"Commander Purple Shepherd"
"Commander Red Prophet"
"Commander Spectacular Conjurer"
"Commander Water Grasshopper"
"Confident Jackal"
"Copper Swordsman"
"Crazy Eight"
"Creature"
"Criss Cross"
"Dapper Rhino"
"Dark Flame"
"Dark Jackal"
"Dark Omen"
"Dark Prophet"
"Dark Swan"
"Dark Titan"
"Dark Warrior"
"Dazzler"
"Death Roach"
"Defiant Guardian"
"Defiant Smasher"
"Doctor Ancient Mastermind"
"Doctor Brass Guardian"
"Doctor Crimson Sage"
"Doctor Defiant Prophet"
"Doctor Dynasty"
"Doctor Electric Spider"
"Doctor Fancy Cat"
"Doctor Fancy Magician"
"Doctor Fantastic Lynx"
"Doctor Giant Warrior"
"Doctor Gray Swallow"
"Doctor Green Moth"
"Doctor Huge Illusionist"
"Doctor Infamous Mothman"
"Doctor Juggernaut"
"Doctor Magnificent Axeman"
"Doctor Magnificent Wonder"
"Doctor Proud Wolverine"
"Doctor Quantum Trident"
"Doctor Red Axeman"
"Doctor Righteous Guardian"
"Doctor Royal Nightowl"
"Doctor Storm Sage"
"Doctor Swift Eagle"
"Doctor Voiceless Oxman"
"Dragon Boy"
"Dragon Spectre"
"Dragonloom"
"Dragontooth"
"Dramatic Starling"
"Dramatic Trident"
"Eager Conjurer"
"Eager Daggers"
"Eager Defender"
"Eager Hammer"
"Eager Wolf"
"Eager Wolverine"
"Electric Arrow"
"Electron Devil"
"Elegent Illusionist"
"Elemental"
"Eltrocus"
"Ethereal Phoenix"
"Ethereal Titan"
"Fabulous Bat"
"Fabulous Wolf"
"Fallen Pheonix"
"Fancy Sparrow"
"Fantasia"
"Fantastic Assassin"
"Fast Beetle"
"Fast Illusionist"
"Fast Raccoon"
"Fearless Crow"
"Fearless Killer"
"Fearless Phoenix"
"Fiery Charmer"
"Fiery Cheetah"
"Fiery Falcon"
"Fire Puma"
"Firebird"
"Frost"
"Galactic Gargoyle"
"Galactic Spider"
"Gamma"
"Gecko"
"Gentle Conjurer"
"Giant Swordsman"
"Giant Tiger"
"Gigantic Fighter"
"Godly Armadillo"
"Godly Smasher"
"Golden Hope"
"Good Angel"
"Good Fighter"
"Good Wolfman"
"Gorgeous Angel"
"Gorgeous Leopard"
"Gorgeous Prodigy"
"Gray Granite"
"Green Elephantman"
"Green Gorilla"
"Griffin"
"Heavenly Bat"
"Heavenly Grasshopper"
"Heavenly Snipe"
"Heavy Assassin"
"Heavy Illusionist"
"Heavy Step"
"Helon"
"Heloth"
"Honorable Leopard"
"Hope"
"Hot Shepherd"
"Hypnotic Shield"
"Ice Raven"
"Ice Shade"
"Impossible Girl"
"Impossible Gloom"
"Impossible Killer"
"Impossible Leopard"
"Impossible Shade"
"Incognito"
"Incredible Ibis"
"Infamous Trident"
"Iron Archer"
"Iron Swallow"
"Iron Warrior"
"Jade Stranger"
"Jolly Antman"
"Jolly Defender"
"Jolly Hawk"
"Jolly Rhinoceros"
"Jolly Watcher"
"Karma"
"Kind Bat"
"Kind Scimitar"
"Kind Sword"
"King Scorp"
"Light Bat"
"Light Crane"
"Light Eagle"
"Light Tiger"
"Liquid Steel"
"Long Watcher"
"Lord Accidental Catman"
"Lord Ancient Watcher"
"Lord Dark Cricket"
"Lord Gorgeous Beetle"
"Lord Hot Lord"
"Lord Ice Jackal"
"Lord Iron Mothman"
"Lord Light Conjurer"
"Lord Messy Genius"
"Lord Purple Puma"
"Lord Smooth Mantis"
"Lord Spectacular Sentinel"
"Lord Whispering Condor"
"Lucky Axeman"
"Lucky Shade"
"Macho Falcon"
"Mad Manta"
"Madame Broad Prodigy"
"Madame Electric Elephantman"
"Madame Fantastic Elephantman"
"Madame Fearless Mole"
"Madame Gentle Conjurer"
"Madame Kind Prodigy"
"Madame Mighty Gloom"
"Madame Mighty Oxman"
"Madame Mighty Warrior"
"Madame Quantum Defender"
"Madame Quantum Hawk"
"Madame Quick Axeman"
"Madame White Scimitar"
"Magical Ant"
"Magical Crow"
"Magnificent Scorpion"
"Majestic Crow"
"Majestic Nightowl"
"Majestic Wasp"
"Makeshift"
"Mammoth Sentinel"
"Marked Angel"
"Marked Stranger"
"Master Armed Nightowl"
"Master Bronze Leopard"
"Master Cool Mastermind"
"Master Crimson Sword"
"Master Famous Grasshopper"
"Master Fantastic Starling"
"Master Fiery Hornet"
"Master Gentle Raven"
"Master Godly Scorpion"
"Master Gray Oxman"
"Master Heavenly Sentinel"
"Master Hypnotic Fighter"
"Master Incredible Sparrow"
"Master Intelligent Charmer"
"Master Light Eagle"
"Master Light Katana"
"Master Lucky Moth"
"Master Lucky Raccoon"
"Master Mammoth Dragonfly"
"Master Marvelous Protector"
"Master Mighty Beetle"
"Master Outrageous Eagle"
"Master Proud Vulture"
"Master Quantum Ant"
"Master Quantum Raven"
"Master Royal Macaw"
"Master White Wasp"
"Messy Lord"
"Messy Vulture"
"Metanite"
"Mighty Elephantman"
"Mighty Mamba"
"Mister Awesome Fox"
"Mister Earth Starling"
"Mister Fancy Lynx"
"Mister Fearless Robin"
"Mister Huge Dagger"
"Mister Intelligent Warrior"
"Mister Light Oxman"
"Mister Quick Mongoose"
"Mister Righteous Masquerade"
"Mister Royal Falcon"
"Mister Storm Shepherd"
"Mister Thunder Amazon"
"Mister Wise Wolfman"
"Mister X"
"Mister Y"
"Mistress Clever Scorpion"
"Mistress Heavy Grasshopper"
"Mistress Hot Puma"
"Mistress Intelligent Waspman"
"Mistress Magnificent Enchanter"
"Mistress Mammoth Spirit"
"Mistress Mighty Jackal"
"Mistress Quick Shade"
"Mistress Storm Swallow"
"Mistress Whispering Spectacle"
"Mistress Yellow Spider"
"Misty Ant"
"Misty Manta"
"Moonshadow"
"Mysterious Wolverine"
"Nightbolt"
"Nightleaf"
"Nuclear Warrior"
"Old Lynx"
"Old Spirit"
"Optimo"
"Orange Devil"
"Osa"
"Owl"
"Peacebringer"
"Phantasm"
"Phantom Kid"
"Phantom"
"Phoen-X"
"Pink Charmer"
"Professor Ancient Snipe"
"Professor Confident Owl"
"Professor Copper Defender"
"Professor Eager Scimitar"
"Professor Ethereal Armadillo"
"Professor Fancy Shade"
"Professor Godly Scimitar"
"Professor Huge Condor"
"Professor Iron Merlin"
"Professor Light Phoenix"
"Professor Long Charmer"
"Professor Long Sword"
"Professor Merciful Assassin"
"Professor Merciful Smasher"
"Professor Misty Falcon"
"Professor Swift Sage"
"Professor Thunder Shadow"
"Proud Amazon"
"Quantum Armadillo"
"Quantum Colossus"
"Quantum Mole"
"Quick Nightowl"
"Quick Robin"
"Quiver"
"Rapid Crane"
"Rapid Guardian"
"Rapid Shepherd"
"Rapid Sparrow"
"Rapid Sword"
"Razor"
"Righteous Charmer"
"Rosethorn"
"Saber"
"Saberleaf"
"Savior"
"Scarlet Ant"
"Scarlet Feathers"
"Scarlet Fighter"
"Scarlet Horse"
"Scarlet King"
"Scarlet Sentinel"
"Shadow"
"Shadowleaf"
"Silver Goliath"
"Silver Shepherd"
"Silver Shield"
"Silver Wolf"
"Snow Raven"
"Snow Storm"
"Solar Flare"
"Spark Plug"
"Sparks"
"Spectacular Katana"
"Spectacular Mantis"
"Spectacular Panther"
"Spectacular Starling"
"Spitfire"
"Star Sentinel"
"Starbright"
"Stareye"
"Starlight"
"Starry Night"
"Storm Saviour"
"Sunspot"
"Swift Oxman"
"Switcher"
"Terrific Saviour"
"The Accidental Commando"
"The Accidental Mercenary"
"The Accidental Smasher"
"The Accidental Watcher"
"The Ancient Cat"
"The Ancient Shadow"
"The Ancient Sparrow"
"The Awesome Agent"
"The Awesome Fighter"
"The Black Rhinoceros"
"The Black Scimitar"
"The Black Shield"
"The Blue Amazon"
"The Blue General"
"The Blue Katana"
"The Blue Lord"
"The Blue Spirit"
"The Blue Watcher"
"The Blue Whiz"
"The Brass Dagger"
"The Brass Fighter"
"The Brass Mercenary"
"The Brass Saviour"
"The Brass Soldier"
"The Brave Leader"
"The Broad Shepherd"
"The Broad Tiger"
"The Broken General"
"The Broken Mongoose"
"The Broken Smasher"
"The Broken Watchman"
"The Broken Wolverine"
"The Bronze Condor"
"The Bronze Scout"
"The Bronze Swordsman"
"The Calm Fighter"
"The Calm Lion"
"The Calm Protector"
"The Cold Catman"
"The Cold Crow"
"The Cold Oxman"
"The Colossal Duke"
"The Colossal Gloom"
"The Colossal Puma"
"The Colossal Scepter"
"The Colossal Wonder"
"The Confident Cat"
"The Confident Sword"
"The Cool Gamer"
"The Copper Devil"
"The Copper Katana"
"The Crimson Champion"
"The Crimson Fox"
"The Crimson Keeper"
"The Crimson Watcher"
"The Dapper Keeper"
"The Dapper Shield"
"The Dark Axeman"
"The Dark General"
"The Dark Mantis"
"The Dark Mercenary"
"The Dark Protector"
"The Dark Shield"
"The Defiant Amazon"
"The Defiant Elephantman"
"The Defiant Protector"
"The Defiant Saviour"
"The Dramatic Champion"
"The Dramatic Killer"
"The Dramatic Scepter"
"The Dramatic Spectacle"
"The Eager Axeman"
"The Eager Lord"
"The Eager Master"
"The Eager Phoenix"
"The Eager Spectacle"
"The Earth Crane"
"The Earth Mole"
"The Earth Raven"
"The Earth Siren"
"The Earthen Defender"
"The Earthen Doctor"
"The Earthen Nighthawk"
"The Earthen Nightowl"
"The Electric Angel"
"The Electric Hammer"
"The Electron Bear"
"The Electron Cheetah"
"The Electron Owl"
"The Elegant Duke"
"The Ethereal Spectacle"
"The Fabulous Mongoose"
"The Fabulous Seer"
"The Famous Baron"
"The Famous Falcon"
"The Famous Panther"
"The Fancy Commando"
"The Fantastic Smasher"
"The Fast Magician"
"The Fast Nighthawk"
"The Fast Wizard"
"The Fearless Charmer"
"The Fearless Falcon"
"The Fearless Swallow"
"The Fiery Lion"
"The Fiery Protector"
"The Fire Queen"
"The Fire Spy"
"The Galactic Leopard"
"The Galactic Merlin"
"The Galactic Wasp"
"The Gentle Beetle"
"The Gentle Cricket"
"The Gentle Siren"
"The Giant Saviour"
"The Gigantic Leader"
"The Glorious Hornet"
"The Glorious Mole"
"The Glorious Veteran"
"The Godly Cheetah"
"The Godly Cricket"
"The Godly Knuckles"
"The Godly Wasp"
"The Golden Enchanter"
"The Golden Knuckles"
"The Golden Robin"
"The Golden Saviour"
"The Golden Seer"
"The Golden Starling"
"The Good Gloom"
"The Good Robin"
"The Gorgeous Magician"
"The Gorgeous Puma"
"The Gray Hornet"
"The Gray Scorpion"
"The Gray Smasher"
"The Gray Spirit"
"The Great Defender"
"The Green Guard"
"The Heavenly Enchanter"
"The Heavenly Gunner"
"The Heavenly Katana"
"The Heavenly Oxman"
"The Heavenly Sentinel"
"The Heavy Snipe"
"The Honorable Dragonfly"
"The Honorable Lion"
"The Honorable Slayer"
"The Honorable Wolfman"
"The Hot Spy"
"The Hot Swallow"
"The Hot Vulture"
"The Hot Wolverine"
"The Huge Cat"
"The Hunter"
"The Hypnotic Catman"
"The Hypnotic Knuckles"
"The Hypnotic Marksman"
"The Hypnotic Robin"
"The Hypnotic Scimitar"
"The Hypnotic Scout"
"The Impossible Illusionist"
"The Incredible Angel"
"The Incredible Fox"
"The Incredible Scout"
"The Infamous Protector"
"The Infamous Shade"
"The Intelligent Cheetah"
"The Intelligent Dragonfly"
"The Intelligent Wizard"
"The Iron Devil"
"The Iron Queen"
"The Iron Starling"
"The Jade Lion"
"The Jolly Catman"
"The Jolly Leopard"
"The Kind Raccoon"
"The Kind Sentinel"
"The Light Detective"
"The Light Monarch"
"The Long Cheetah"
"The Long Owl"
"The Long Veteran"
"The Loud Soldier"
"The Lucky Cultist"
"The Lucky Gladiator"
"The Lucky Hornet"
"The Lucky Shade"
"The Macho Commando"
"The Macho Prophet"
"The Macho Saviour"
"The Macho Swallow"
"The Magnificent Commando"
"The Magnificent Grasshopper"
"The Magnificent Phoenix"
"The Majestic Guard"
"The Majestic Monarch"
"The Majestic Rhino"
"The Majestic Swordsman"
"The Mammoth Assassin"
"The Mammoth Mercenary"
"The Mammoth Shield"
"The Marked Assassin"
"The Marked Axeman"
"The Marked Baron"
"The Marked Catman"
"The Marked Dragonfly"
"The Marked Falcon"
"The Marked Gloom"
"The Marked Hammer"
"The Marked Mercenary"
"The Marked Wasp"
"The Marked Wonder"
"The Marvelous Raven"
"The Merciful Beetle"
"The Merciful Warden"
"The Mighty Commando"
"The Mighty Cricket"
"The Mighty Grasshopper"
"The Misty Watchman"
"The Mysterious Falcon"
"The Mysterious Mercenary"
"The Mysterious Spectacle"
"The Nimble Lynx"
"The Nimble Scorpion"
"The Nuclear Catman"
"The Nuclear Mongoose"
"The Old Magician"
"The Old Seer"
"The Old Spectacle"
"The Old Watcher"
"The Orange Panther"
"The Orange Puma"
"The Orange Raccoon"
"The Outrageous Charmer"
"The Outrageous Katana"
"The Outrageous Keeper"
"The Outrageous Wolf"
"The Pink Ant"
"The Pink Catman"
"The Pink Dagger"
"The Pink Eagle"
"The Pink Mothman"
"The Pink Warden"
"The Proud Mole"
"The Proud Ox"
"The Proud Wonder"
"The Purple Guardian"
"The Purple Hornet"
"The Purple Sage"
"The Purple Shepherd"
"The Quantum Crane"
"The Quantum Dagger"
"The Quantum Genius"
"The Quantum Mole"
"The Quantum Prodigy"
"The Quick Beetle"
"The Quick Dragonfly"
"The Quiet Bear"
"The Quiet Crane"
"The Quiet Gunner"
"The Quiet Owl"
"The Rapid Enchanter"
"The Rapid Termite"
"The Rapid Wolfman"
"The Red Chief"
"The Red Soldier"
"The Red Vindicator"
"The Righteous Captain"
"The Righteous Knuckles"
"The Righteous Panther"
"The Royal Falcon"
"The Royal Nighthawk"
"The Scarlet Champion"
"The Scarlet Lion"
"The Scarlet Soldier"
"The Scarlet Swallow"
"The Silver Captain"
"The Silver Genius"
"The Silver Gladiator"
"The Smooth Sentinel"
"The Steel Armadillo"
"The Steel Illusionist"
"The Steel Shepherd"
"The Storm Chief"
"The Storm Protector"
"The Swift Warden"
"The Tan Amazon"
"The Tan Chief"
"The Tan Saviour"
"The Terrific Crow"
"The Terrific Lynx"
"The Terrific Robin"
"The Terrific Soldier"
"The Thunder Mage"
"The Thunder Mantis"
"The Thunder Master"
"The Thunder Watcher"
"The Vengeful Duke"
"The Vengeful Illusionist"
"The Voiceless Baron"
"The Voiceless Ibis"
"The Voiceless Katana"
"The Voiceless Keeper"
"The Voiceless Mantis"
"The Voiceless Owl"
"The Voiceless Protector"
"The Voiceless Queen"
"The Voiceless Swan"
"The Wacky Mole"
"The Wacky Shepherd"
"The White Puma"
"The White Trident"
"The Wise Dagger"
"The Wise Guardian"
"The Wise Ibis"
"The Wise Spirit"
"The Yellow Ant"
"The Yellow Hawk"
"The Yellow Ibis"
"The Yellow Macaw"
"The Yellow Puma"
"The Yellow Saviour"
"Thornhead"
"Thunder Hawk"
"Thunderclap"
"Thundering Falcon"
"Thundering Whisper"
"Timeline"
"Titanio"
"Vengeful Enchanter"
"Venom"
"Venombite"
"Voiceless Stranger"
"Warden Cold Shepherd"
"Warden Cold Swordsman"
"Warden Cool Angel"
"Warden Eager Axeman"
"Warden Fabulous Jackal"
"Warden Famous Bat"
"Warden Fancy Lord"
"Warden Gentle Crow"
"Warden Gigantic Oxman"
"Warden Good Conjurer"
"Warden Good Swordsman"
"Warden Gorgeous Scorpion"
"Warden Heavenly Wolfman"
"Warden Hot Beetle"
"Warden Infamous Snipe"
"Warden Nifty Fox"
"Warden Nuclear Amazon"
"Warden Nuclear Crane"
"Warden Outrageous Warrior"
"Warden Silver Wolf"
"Warden Steel Fox"
"Warden Thundering Spectacle"
"Warden Wacky Termite"
"Water Genius"
"Water Grasshopper"
"Water Moth"
"Water Termite"
"Whispering Hornet"
"White Angel"
"Wild Tornado"
"Wildflame"
"Wise Cheetah"
